Date,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Gender,Job Role,Marital Status,Monthly Income,Over Time,Job Satisfaction,Environment Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Training Times Last Year,Income_Leval,Age Group
2024-05-04,34,No,Travel_Frequently,R&D,10,Master's Degree,Life Sciences,Male,Manufacturing Director,Divorced,4724.0,No,4,3,1,3,3,9,9,7,7,3,Low,26-35
2023-10-15,34,No,Travel_Frequently,R&D,15,Bachelor's Degree,Medical,Male,Research Director,Divorced,17007.0,No,1,2,4,2,3,16,14,8,6,3,High,26-35
2023-11-25,34,No,Travel_Frequently,R&D,1,Master's Degree,Other,Male,Research Scientist,Divorced,2996.0,No,1,4,3,3,3,10,4,3,1,2,Low,26-35
2024-09-13,25,No,Travel_Frequently,R&D,2,High School,Life Sciences,Male,Manufacturing Director,Divorced,5206.0,No,3,4,3,3,3,7,7,7,0,6,Medium,18-25
2023-12-23,49,No,Travel_Frequently,R&D,2,High School,Life Sciences,Male,Research Director,Married,19161.0,No,4,2,4,3,3,28,5,4,4,3,High,46-55
2024-10-04,29,No,Travel_Frequently,R&D,20,High School,Medical,Male,Laboratory Technician,Married,3812.0,No,4,4,2,4,3,11,11,8,3,3,Low,26-35
2023-04-08,38,No,Travel_Frequently,R&D,6,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,5321.0,No,3,1,4,3,3,10,8,3,7,1,Medium,36-45
2024-04-06,32,No,Travel_Frequently,R&D,10,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,3433.0,No,3,1,1,2,3,10,5,2,1,3,Low,26-35
2024-02-29,26,No,Travel_Frequently,R&D,6,Bachelor's Degree,Other,Male,Laboratory Technician,Married,2544.0,No,4,3,1,3,3,8,7,7,7,3,Low,26-35
2023-03-11,36,No,Travel_Frequently,R&D,23,Associates Degree,Medical,Male,Laboratory Technician,Married,2571.0,No,4,3,3,3,3,17,5,2,0,3,Low,36-45
2023-08-17,34,No,Travel_Frequently,R&D,10,Master's Degree,Technical Degree,Male,Healthcare Representative,Married,5063.0,No,3,4,2,2,3,8,8,2,7,3,Medium,26-35
2023-01-08,38,No,Travel_Frequently,R&D,1,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,4735.0,No,4,4,4,4,3,19,13,11,2,4,Low,36-45
2024-04-11,45,No,Travel_Frequently,R&D,1,Master's Degree,Medical,Male,Healthcare Representative,Single,5399.0,No,3,2,3,3,3,12,4,2,0,3,Medium,36-45
2023-07-31,35,No,Travel_Frequently,R&D,18,Associates Degree,Life Sciences,Male,Manufacturing Director,Single,9362.0,No,4,3,3,3,3,10,2,2,2,2,High,26-35
2024-10-02,27,No,Travel_Frequently,R&D,2,Bachelor's Degree,Medical,Male,Research Scientist,Single,2580.0,No,4,4,3,2,3,6,4,2,1,0,Low,26-35
2024-05-05,39,No,Travel_Frequently,Sales,20,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,4127.0,No,4,3,4,3,3,7,2,1,2,6,Low,36-45
2023-08-13,37,No,Travel_Frequently,Sales,1,Master's Degree,Medical,Male,Sales Executive,Divorced,9525.0,No,4,3,3,2,3,6,6,3,1,2,High,36-45
2024-12-14,49,No,Travel_Frequently,Sales,2,Bachelor's Degree,Medical,Male,Sales Executive,Married,5390.0,No,2,4,4,2,3,17,9,6,0,3,Medium,46-55
2024-12-14,33,No,Travel_Frequently,Sales,7,Bachelor's Degree,Medical,Male,Sales Executive,Married,4373.0,No,1,4,1,3,3,5,4,3,0,2,Low,26-35
2024-09-13,28,No,Travel_Frequently,Sales,7,Bachelor's Degree,Life Sciences,Male,Sales Executive,Single,4898.0,No,1,3,4,3,3,5,4,2,1,5,Low,26-35
2023-07-22,31,No,Travel_Frequently,Sales,2,Master's Degree,Other,Male,Sales Executive,Single,5332.0,No,1,4,4,3,3,10,5,2,0,3,Medium,26-35
2023-12-17,32,No,Travel_Frequently,Sales,10,Master's Degree,Marketing,Male,Sales Executive,Single,4648.0,No,4,4,3,4,3,4,0,0,0,2,Low,26-35
2024-03-07,37,No,Travel_Rarely,HR,8,Associates Degree,Other,Male,Human Resources,Divorced,4071.0,No,2,3,3,2,3,19,10,0,4,4,Low,36-45
2024-11-19,29,No,Travel_Rarely,HR,6,High School,Medical,Male,Human Resources,Married,2804.0,No,2,4,4,3,3,1,1,0,0,3,Low,26-35
2023-05-15,29,No,Travel_Rarely,HR,17,Bachelor's Degree,Other,Male,Human Resources,Single,7988.0,No,1,2,1,2,3,10,10,9,0,3,Medium,26-35
2023-03-09,43,No,Travel_Rarely,HR,2,Bachelor's Degree,Life Sciences,Male,Human Resources,Single,3539.0,No,4,2,2,3,3,10,9,7,1,5,Low,36-45
2024-11-11,55,No,Travel_Rarely,R&D,22,Bachelor's Degree,Technical Degree,Male,Research Scientist,Divorced,3537.0,No,2,1,4,3,3,8,4,2,1,1,Low,46-55
2024-02-24,28,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,1563.0,No,3,1,4,1,3,1,1,0,0,2,Low,26-35
2024-10-31,40,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Male,Manager,Divorced,16823.0,No,1,1,1,3,3,22,19,7,11,3,High,36-45
2023-05-07,31,No,Travel_Rarely,R&D,20,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Divorced,4197.0,No,3,2,1,3,3,10,10,8,0,2,Low,26-35
2023-07-14,39,No,Travel_Rarely,R&D,3,Associates Degree,Medical,Male,Laboratory Technician,Divorced,3069.0,No,3,3,4,3,3,11,10,8,0,3,Low,36-45
2023-06-08,40,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,2345.0,No,3,3,3,4,3,8,3,1,1,3,Low,36-45
2024-04-01,46,No,Travel_Rarely,R&D,2,Associates Degree,Life Sciences,Male,Manufacturing Director,Divorced,8578.0,No,4,4,3,2,3,12,9,8,4,4,High,46-55
2023-07-26,43,No,Travel_Rarely,R&D,27,Bachelor's Degree,Technical Degree,Male,Laboratory Technician,Divorced,4876.0,No,2,4,3,3,3,8,6,4,0,0,Low,36-45
2024-11-09,38,No,Travel_Rarely,R&D,9,Associates Degree,Life Sciences,Male,Research Scientist,Divorced,4771.0,No,4,2,4,4,3,10,5,2,0,0,Low,36-45
2023-04-30,55,No,Travel_Rarely,R&D,1,Master's Degree,Medical,Male,Research Director,Divorced,14732.0,No,4,2,4,4,3,31,7,7,0,4,High,46-55
2024-09-27,49,No,Travel_Rarely,R&D,7,Master's Degree,Life Sciences,Male,Healthcare Representative,Divorced,10466.0,No,2,3,2,3,3,29,8,7,0,3,High,46-55
2024-08-25,29,No,Travel_Rarely,R&D,29,High School,Life Sciences,Male,Healthcare Representative,Divorced,6384.0,No,3,4,4,3,3,11,7,0,1,3,Medium,26-35
2023-02-18,27,No,Travel_Rarely,R&D,19,Bachelor's Degree,Other,Male,Laboratory Technician,Divorced,4066.0,No,1,4,1,3,3,7,7,7,0,3,Low,26-35
2025-03-19,32,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,5470.0,No,2,4,3,2,3,10,9,5,1,4,Medium,26-35
2023-01-31,45,No,Travel_Rarely,R&D,1,Master's Degree,Technical Degree,Male,Healthcare Representative,Divorced,7441.0,No,2,1,1,3,3,10,10,8,7,4,Medium,36-45
2023-03-10,24,No,Travel_Rarely,R&D,29,High School,Medical,Male,Laboratory Technician,Divorced,3907.0,No,1,2,2,4,3,6,6,2,1,2,Low,18-25
2024-05-20,24,No,Travel_Rarely,R&D,21,Associates Degree,Technical Degree,Male,Laboratory Technician,Divorced,2296.0,No,1,3,2,3,3,2,1,1,0,3,Low,18-25
2023-08-18,39,No,Travel_Rarely,R&D,19,Master's Degree,Other,Male,Research Scientist,Divorced,3902.0,No,4,4,2,3,3,7,2,2,2,2,Low,36-45
2024-06-02,42,No,Travel_Rarely,R&D,2,Bachelor's Degree,Life Sciences,Male,Manager,Married,18880.0,No,3,1,1,2,3,24,22,6,4,2,High,36-45
2023-08-03,37,No,Travel_Rarely,R&D,13,Bachelor's Degree,Medical,Male,Research Scientist,Married,4285.0,No,4,1,1,3,3,10,10,8,3,2,Low,36-45
2024-07-06,27,No,Travel_Rarely,R&D,11,High School,Life Sciences,Male,Laboratory Technician,Married,2099.0,No,1,2,2,4,3,6,5,0,1,3,Low,26-35
2024-01-08,35,No,Travel_Rarely,R&D,18,Doctoral Degree,Life Sciences,Male,Research Scientist,Married,5208.0,No,1,2,4,3,3,16,16,15,1,2,Medium,26-35
2023-01-07,34,No,Travel_Rarely,R&D,8,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,4404.0,No,3,2,1,4,3,6,4,3,1,3,Low,26-35
2024-04-20,53,No,Travel_Rarely,R&D,24,Master's Degree,Medical,Male,Healthcare Representative,Married,7005.0,No,4,2,3,3,3,11,4,3,1,2,Medium,46-55
2023-09-19,48,No,Travel_Rarely,R&D,10,Bachelor's Degree,Life Sciences,Male,Research Director,Married,19665.0,No,2,4,4,3,3,29,22,10,12,3,High,46-55
2023-08-01,30,No,Travel_Rarely,R&D,1,Associates Degree,Medical,Male,Laboratory Technician,Married,3748.0,No,2,4,3,2,3,12,12,8,1,6,Low,26-35
2024-11-01,29,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,5373.0,No,1,1,1,2,3,6,5,3,0,5,Medium,26-35
2024-01-30,49,No,Travel_Rarely,R&D,5,Master's Degree,Technical Degree,Male,Healthcare Representative,Married,6651.0,No,3,1,2,2,3,20,3,2,1,0,Medium,46-55
2024-12-10,43,No,Travel_Rarely,R&D,11,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,7510.0,No,3,1,2,3,3,10,10,9,0,1,Medium,36-45
2023-05-07,25,No,Travel_Rarely,R&D,1,Bachelor's Degree,Technical Degree,Male,Laboratory Technician,Married,3229.0,No,4,1,2,2,3,7,3,2,0,2,Low,18-25
2023-10-08,47,No,Travel_Rarely,R&D,1,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,3420.0,No,4,1,3,2,3,17,6,5,1,2,Low,46-55
2024-06-19,35,No,Travel_Rarely,R&D,23,Master's Degree,Medical,Male,Laboratory Technician,Married,2705.0,No,3,2,2,4,3,6,5,4,0,2,Low,26-35
2024-10-05,30,No,Travel_Rarely,R&D,7,Bachelor's Degree,Medical,Male,Research Scientist,Married,2141.0,No,2,2,2,2,3,6,6,4,1,3,Low,26-35
2024-03-05,34,No,Travel_Rarely,R&D,5,Associates Degree,Medical,Male,Laboratory Technician,Married,3986.0,No,4,2,3,4,3,15,15,10,4,3,Low,26-35
2023-12-17,27,No,Travel_Rarely,R&D,2,Master's Degree,Technical Degree,Male,Research Scientist,Married,2226.0,No,2,2,3,2,3,6,5,3,1,3,Low,26-35
2024-03-28,31,No,Travel_Rarely,R&D,2,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,3477.0,No,3,2,4,4,3,6,5,2,0,2,Low,26-35
2023-05-09,30,No,Travel_Rarely,R&D,16,High School,Life Sciences,Male,Research Scientist,Married,2862.0,No,4,2,2,2,3,10,10,0,0,2,Low,26-35
2023-12-07,34,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Male,Research Scientist,Married,5484.0,No,4,2,2,2,3,9,2,2,2,3,Medium,26-35
2023-10-12,44,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,5033.0,No,1,2,4,3,3,10,2,0,2,5,Medium,36-45
2024-12-24,42,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,4841.0,No,2,3,2,3,3,4,1,0,0,3,Low,36-45
2024-12-27,35,No,Travel_Rarely,R&D,7,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,2690.0,No,4,3,4,2,3,1,1,0,0,5,Low,26-35
2023-11-11,42,No,Travel_Rarely,R&D,6,Bachelor's Degree,Medical,Male,Research Director,Married,13348.0,No,1,3,2,4,3,18,13,7,5,3,High,36-45
2023-02-08,28,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,2044.0,No,4,3,3,4,3,5,5,3,0,6,Low,26-35
2024-03-09,30,No,Travel_Rarely,R&D,16,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,5294.0,No,3,3,3,3,3,10,7,0,1,3,Medium,26-35
2023-05-11,24,No,Travel_Rarely,R&D,9,Bachelor's Degree,Medical,Male,Research Scientist,Married,4401.0,No,3,3,4,3,3,5,5,3,0,1,Low,18-25
2023-08-10,39,No,Travel_Rarely,R&D,6,High School,Medical,Male,Healthcare Representative,Married,9991.0,No,1,4,1,3,3,9,7,7,1,5,High,36-45
2023-09-14,44,No,Travel_Rarely,R&D,28,Bachelor's Degree,Life Sciences,Male,Research Director,Married,16328.0,No,1,4,3,4,3,24,20,6,14,1,High,36-45
2024-07-18,35,No,Travel_Rarely,R&D,27,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,6883.0,No,3,4,2,3,3,17,7,7,0,3,Medium,26-35
2023-07-11,33,No,Travel_Rarely,R&D,8,Master's Degree,Life Sciences,Male,Research Scientist,Married,3143.0,No,1,4,2,3,3,14,10,8,7,1,Low,26-35
2023-11-20,23,No,Travel_Rarely,R&D,10,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,2073.0,No,3,4,4,3,3,4,2,2,2,2,Low,18-25
2024-07-04,36,No,Travel_Rarely,R&D,26,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,5347.0,No,3,1,2,2,3,10,3,2,0,2,Medium,36-45
2023-09-08,40,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,2406.0,No,4,1,3,2,3,8,1,0,0,3,Low,36-45
2023-06-14,42,No,Travel_Rarely,R&D,13,Bachelor's Degree,Medical,Male,Healthcare Representative,Married,5538.0,No,1,2,3,2,3,10,0,0,0,2,Medium,36-45
2023-08-04,35,No,Travel_Rarely,R&D,28,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,3407.0,No,3,2,4,2,3,10,10,9,6,3,Low,26-35
2024-08-30,28,No,Travel_Rarely,R&D,29,High School,Life Sciences,Male,Manufacturing Director,Married,6549.0,No,2,3,2,2,3,8,8,6,1,2,Medium,26-35
2024-05-22,29,No,Travel_Rarely,R&D,9,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,2451.0,No,3,3,1,2,3,5,1,0,0,2,Low,26-35
2024-04-09,39,No,Travel_Rarely,R&D,10,Doctoral Degree,Medical,Male,Manufacturing Director,Married,5377.0,No,1,2,4,3,3,10,7,7,7,3,Medium,36-45
2023-04-20,33,No,Travel_Rarely,R&D,21,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,2028.0,No,2,2,4,3,3,14,14,11,2,6,Low,26-35
2023-02-06,55,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Male,Research Director,Married,19038.0,No,1,3,2,3,3,34,1,0,0,2,High,46-55
2024-04-12,37,No,Travel_Rarely,R&D,19,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Married,5768.0,No,3,3,1,2,3,9,4,3,0,2,Medium,36-45
2024-02-16,26,No,Travel_Rarely,R&D,17,Master's Degree,Medical,Male,Laboratory Technician,Married,2305.0,No,3,4,3,4,3,3,3,2,0,3,Low,26-35
2023-08-11,36,No,Travel_Rarely,R&D,4,Master's Degree,Life Sciences,Male,Laboratory Technician,Single,5810.0,No,4,1,3,2,3,10,10,4,1,2,Medium,36-45
2023-02-06,36,No,Travel_Rarely,R&D,7,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,2013.0,No,2,1,3,3,3,15,4,3,1,4,Low,36-45
2023-02-18,23,No,Travel_Rarely,R&D,20,High School,Life Sciences,Male,Laboratory Technician,Single,2272.0,No,3,1,2,3,3,5,4,3,1,2,Low,18-25
2023-07-17,34,No,Travel_Rarely,R&D,7,Master's Degree,Medical,Male,Research Scientist,Single,2972.0,No,4,1,3,1,3,1,1,0,0,4,Low,26-35
2024-02-18,39,No,Travel_Rarely,R&D,24,High School,Life Sciences,Male,Research Scientist,Single,4108.0,No,4,1,1,3,3,18,7,7,1,2,Low,36-45
2023-01-01,24,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Male,Healthcare Representative,Single,4617.0,No,3,2,2,2,3,4,4,3,1,2,Low,18-25
2023-10-10,35,No,Travel_Rarely,R&D,9,Master's Degree,Medical,Male,Research Scientist,Single,5098.0,No,3,2,2,3,3,10,10,7,0,5,Medium,26-35
2023-05-20,41,No,Travel_Rarely,R&D,5,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Single,6870.0,No,2,2,1,1,3,11,3,2,1,3,Medium,36-45
2023-10-22,40,No,Travel_Rarely,R&D,2,Master's Degree,Life Sciences,Male,Research Scientist,Single,2809.0,No,3,3,4,3,3,8,2,2,2,2,Low,36-45
2024-09-04,26,No,Travel_Rarely,R&D,1,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,2867.0,No,1,3,4,2,3,8,7,7,7,6,Low,26-35
2024-06-16,46,No,Travel_Rarely,R&D,13,Master's Degree,Life Sciences,Male,Healthcare Representative,Single,5562.0,No,2,3,4,3,3,19,10,7,0,3,Medium,46-55
2024-01-18,49,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Male,Manager,Single,15379.0,No,3,3,1,3,3,23,8,7,0,2,High,46-55
2023-06-06,21,No,Travel_Rarely,R&D,5,High School,Medical,Male,Research Scientist,Single,3117.0,No,4,3,3,3,3,3,2,2,2,2,Low,18-25
2024-03-25,26,No,Travel_Rarely,R&D,7,Bachelor's Degree,Other,Male,Laboratory Technician,Single,3578.0,No,1,3,4,3,3,8,7,7,0,2,Low,26-35
2023-02-16,35,No,Travel_Rarely,R&D,1,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,2450.0,No,1,4,2,3,3,3,3,0,1,3,Low,26-35
2023-02-22,33,No,Travel_Rarely,R&D,25,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Single,4320.0,No,2,4,4,3,3,5,5,3,0,2,Low,26-35
2023-10-04,29,No,Travel_Rarely,R&D,7,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,2062.0,No,1,4,2,3,3,11,3,2,1,2,Low,26-35
2023-08-21,32,No,Travel_Rarely,R&D,2,Bachelor's Degree,Technical Degree,Male,Research Scientist,Single,2439.0,No,1,4,4,3,3,4,4,2,1,4,Low,26-35
2024-07-04,44,No,Travel_Rarely,R&D,20,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,3420.0,No,2,4,3,2,3,6,5,2,1,3,Low,36-45
2024-04-11,42,No,Travel_Rarely,R&D,8,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,3968.0,No,3,4,4,3,3,8,0,0,0,3,Low,36-45
2023-08-02,22,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Male,Research Scientist,Single,3375.0,No,3,4,4,4,3,4,3,2,1,2,Low,18-25
2024-04-25,23,No,Travel_Rarely,R&D,12,Associates Degree,Other,Male,Laboratory Technician,Single,2647.0,No,4,4,3,4,3,5,5,2,1,6,Low,18-25
2023-10-07,53,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Male,Research Director,Single,16598.0,No,2,4,2,2,3,35,9,8,8,2,High,46-55
2024-01-02,31,No,Travel_Rarely,Sales,8,Associates Degree,Life Sciences,Male,Sales Executive,Divorced,10793.0,No,4,1,1,3,3,13,13,7,9,5,High,26-35
2024-09-08,30,No,Travel_Rarely,Sales,15,Associates Degree,Marketing,Male,Sales Executive,Divorced,7140.0,No,1,3,1,3,3,12,7,7,1,2,Medium,26-35
2024-10-19,41,No,Travel_Rarely,Sales,3,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,8938.0,No,2,3,3,3,3,14,5,4,0,5,High,36-45
2023-01-18,34,No,Travel_Rarely,Sales,13,Master's Degree,Medical,Male,Sales Executive,Divorced,8628.0,No,3,4,3,2,3,9,8,7,1,2,High,26-35
2023-12-16,29,No,Travel_Rarely,Sales,19,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,8620.0,No,3,3,3,3,3,10,10,7,0,3,High,26-35
2024-11-30,33,No,Travel_Rarely,Sales,2,Master's Degree,Medical,Male,Sales Executive,Divorced,5505.0,No,4,4,3,3,3,6,6,2,0,5,Medium,26-35
2024-03-26,48,No,Travel_Rarely,Sales,7,Bachelor's Degree,Marketing,Male,Sales Executive,Divorced,5486.0,No,1,3,1,3,3,15,2,2,2,3,Medium,46-55
2024-01-11,40,No,Travel_Rarely,Sales,9,Associates Degree,Medical,Male,Sales Executive,Married,5473.0,No,1,1,4,4,3,9,8,4,7,5,Medium,36-45
2024-10-06,33,No,Travel_Rarely,Sales,8,Master's Degree,Life Sciences,Male,Sales Executive,Married,6392.0,No,1,1,4,1,3,8,2,2,2,6,Medium,26-35
2024-03-27,31,No,Travel_Rarely,Sales,2,Associates Degree,Life Sciences,Male,Sales Representative,Married,3067.0,No,3,1,3,3,3,3,2,2,1,1,Low,26-35
2024-03-12,31,No,Travel_Rarely,Sales,5,Bachelor's Degree,Technical Degree,Male,Sales Executive,Married,8346.0,No,3,1,3,3,3,6,5,2,0,3,High,26-35
2024-10-28,32,No,Travel_Rarely,Sales,1,Master's Degree,Medical,Male,Sales Representative,Married,2269.0,No,2,2,2,3,3,3,2,2,2,2,Low,26-35
2024-10-02,35,No,Travel_Rarely,Sales,18,Master's Degree,Medical,Male,Sales Executive,Married,5561.0,No,1,2,4,1,3,6,5,3,0,2,Medium,26-35
2024-10-24,30,No,Travel_Rarely,Sales,29,Master's Degree,Technical Degree,Male,Sales Executive,Married,9250.0,No,2,3,2,3,3,9,4,2,1,3,High,26-35
2024-04-17,38,No,Travel_Rarely,Sales,14,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,9924.0,No,2,3,4,3,3,10,9,8,7,3,High,36-45
2024-06-03,32,No,Travel_Rarely,Sales,19,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,9610.0,No,3,4,3,1,3,10,4,3,0,2,High,26-35
2023-12-02,35,No,Travel_Rarely,Sales,7,High School,Life Sciences,Male,Sales Representative,Married,2404.0,No,3,4,1,3,3,1,1,0,0,3,Low,26-35
2024-06-30,32,No,Travel_Rarely,Sales,7,Doctoral Degree,Marketing,Male,Sales Executive,Married,9204.0,No,4,4,3,2,3,7,4,3,0,3,High,26-35
2023-07-04,39,No,Travel_Rarely,Sales,6,Bachelor's Degree,Medical,Male,Sales Executive,Married,8237.0,No,3,4,1,3,3,11,7,6,7,3,High,36-45
2024-02-12,37,No,Travel_Rarely,Sales,9,Associates Degree,Marketing,Male,Sales Executive,Married,4189.0,No,2,2,1,3,3,5,5,2,0,2,Low,36-45
2023-10-16,36,No,Travel_Rarely,Sales,17,Associates Degree,Marketing,Male,Sales Executive,Married,5507.0,No,2,3,3,1,3,12,4,2,1,1,Medium,36-45
2024-01-13,38,No,Travel_Rarely,Sales,1,Master's Degree,Life Sciences,Male,Sales Executive,Married,4440.0,No,2,4,1,3,3,16,15,13,5,3,Low,36-45
2023-03-02,30,No,Travel_Rarely,Sales,16,High School,Life Sciences,Male,Sales Executive,Married,5301.0,No,3,4,3,2,3,4,2,1,2,2,Medium,26-35
2023-10-25,38,No,Travel_Rarely,Sales,1,Bachelor's Degree,Life Sciences,Male,Sales Representative,Single,2858.0,No,1,1,1,2,3,20,1,0,0,3,Low,36-45
2024-05-08,39,No,Travel_Rarely,Sales,15,Master's Degree,Marketing,Male,Sales Executive,Single,13341.0,No,1,2,1,3,3,21,20,8,11,3,High,36-45
2024-10-31,40,No,Travel_Rarely,Sales,7,Master's Degree,Medical,Male,Manager,Single,19833.0,No,2,2,2,2,3,21,21,8,12,3,High,36-45
2023-08-23,33,No,Travel_Rarely,Sales,10,Master's Degree,Marketing,Male,Sales Executive,Single,5487.0,No,3,2,2,2,3,10,10,4,0,2,Medium,26-35
2023-06-17,29,No,Travel_Rarely,Sales,10,Bachelor's Degree,Medical,Male,Sales Executive,Single,5869.0,No,3,3,3,3,3,8,5,2,1,2,Medium,26-35
2023-05-21,26,No,Travel_Rarely,Sales,10,Bachelor's Degree,Medical,Male,Sales Executive,Single,4684.0,No,4,3,1,3,3,5,5,3,1,4,Low,26-35
2023-03-26,34,No,Travel_Rarely,Sales,3,Bachelor's Degree,Other,Male,Sales Executive,Single,4759.0,No,1,4,4,3,3,15,13,9,3,2,Low,26-35
2024-11-22,20,No,Travel_Rarely,Sales,9,High School,Life Sciences,Male,Sales Representative,Single,2728.0,No,1,4,1,3,3,2,2,2,0,3,Low,18-25
2023-10-13,28,No,Travel_Rarely,Sales,5,Bachelor's Degree,Medical,Male,Sales Executive,Single,8463.0,No,1,4,4,3,3,6,5,4,1,4,High,26-35
2023-06-20,41,No,Travel_Rarely,Sales,6,Bachelor's Degree,Marketing,Male,Sales Executive,Single,9241.0,No,3,4,2,3,3,10,10,8,8,3,High,36-45
2024-10-06,27,No,Travel_Rarely,Sales,9,Bachelor's Degree,Marketing,Male,Sales Executive,Single,4105.0,No,4,4,1,3,3,7,7,7,0,5,Low,26-35
2023-01-06,46,No,Travel_Rarely,Sales,1,Master's Degree,Life Sciences,Male,Manager,Single,17567.0,No,1,4,2,1,3,27,26,0,0,5,High,46-55
2023-11-03,22,No,Non-Travel,R&D,26,Associates Degree,Other,Female,Research Scientist,Married,2814.0,Yes,3,2,2,2,3,4,4,2,1,2,Low,18-25
2023-10-02,38,No,Travel_Frequently,R&D,8,Bachelor's Degree,Medical,Female,Research Scientist,Divorced,2133.0,Yes,2,4,3,3,3,20,20,11,0,3,Low,36-45
2024-07-04,24,No,Travel_Frequently,R&D,2,High School,Technical Degree,Female,Research Scientist,Single,3760.0,Yes,4,1,3,3,3,6,6,3,1,2,Low,18-25
2024-05-12,27,No,Travel_Frequently,R&D,5,Associates Degree,Life Sciences,Female,Laboratory Technician,Single,2379.0,Yes,4,4,3,2,3,6,5,4,0,3,Low,26-35
2024-10-20,44,No,Travel_Rarely,HR,1,Bachelor's Degree,Life Sciences,Female,Human Resources,Divorced,3195.0,Yes,4,3,1,3,3,8,2,2,2,2,Low,36-45
2024-10-17,35,No,Travel_Rarely,HR,26,Master's Degree,Life Sciences,Female,Human Resources,Single,8837.0,Yes,4,3,3,3,3,9,9,0,1,2,High,26-35
2024-01-20,44,No,Travel_Rarely,R&D,7,Bachelor's Degree,Medical,Female,Research Director,Divorced,19049.0,Yes,4,2,4,2,3,23,22,7,1,4,High,36-45
2024-06-09,47,No,Travel_Rarely,R&D,4,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Divorced,10333.0,Yes,2,3,3,3,3,28,22,11,14,4,High,46-55
2024-06-27,49,No,Travel_Rarely,R&D,16,Bachelor's Degree,Medical,Female,Laboratory Technician,Divorced,2587.0,Yes,1,4,2,2,3,17,2,2,2,2,Low,46-55
2024-05-01,31,No,Travel_Rarely,R&D,2,High School,Medical,Female,Laboratory Technician,Divorced,1129.0,Yes,4,4,3,3,3,1,1,0,0,4,Low,26-35
2024-03-08,35,No,Travel_Rarely,R&D,16,Associates Degree,Other,Female,Manufacturing Director,Married,4788.0,Yes,2,4,4,3,3,4,3,2,0,2,Low,26-35
2024-03-11,26,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Female,Research Scientist,Married,2933.0,Yes,3,2,3,2,3,1,1,0,1,3,Low,26-35
